ID,Issue_Key,Project_ID,Type,Priority,Status,Resolution,Creation_Date,Estimation_Date,Resolution_Date,Last_Updated,Story_Point,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes,Assignee_ID
206965,INDY-471,25,Bug,Medium,Complete,Done,2017-07-29 14:29:41,,2019-03-29 20:33:45,2019-03-29 20:33:45,,,45.0,45.0,875944.0,144395.0
206966,INDY-470,25,Bug,Low,Complete,Invalid,2017-07-28 21:12:35,,2019-03-29 20:33:28,2019-03-29 20:33:28,,,0.0,0.0,876980.0,144336.0
206967,INDY-469,25,Bug,Medium,Complete,Done,2017-07-28 12:35:12,,2019-03-29 20:33:19,2019-03-29 20:33:19,,,4.0,4.0,877498.0,
206968,INDY-468,25,Task,Medium,Complete,Won't Do,2017-07-28 09:42:07,,2019-10-09 10:50:38,2019-10-09 10:50:38,,,0.0,0.0,1156388.0,144359.0
206969,INDY-467,25,Bug,Medium,Complete,Done,2017-07-28 09:30:26,,2019-03-29 20:32:29,2019-03-29 20:32:29,,,4677.0,7002.0,877682.0,144351.0
206970,INDY-466,25,Bug,Highest,Complete,Done,2017-07-27 23:06:22,,2019-03-29 20:32:44,2019-03-29 20:32:44,,,0.0,6694.0,878306.0,144351.0
206971,INDY-465,25,Story,Medium,Complete,Done,2017-07-27 21:13:33,2017-07-27 21:13:33,2019-03-29 20:32:48,2019-03-29 20:32:48,3.0,,24216.0,40894.0,878419.0,143802.0
206972,INDY-464,25,Task,Medium,Complete,Done,2017-07-27 15:50:55,,2019-03-29 20:32:56,2019-03-29 20:32:56,,,13.0,13.0,878742.0,144336.0
206973,INDY-463,25,Bug,High,Complete,Done,2017-07-27 15:43:51,,2019-03-29 20:32:35,2019-03-29 20:32:35,,,20946.0,29832.0,878748.0,144351.0
206974,INDY-462,25,Bug,High,Complete,Done,2017-07-27 13:28:40,,2019-03-29 20:34:35,2019-03-29 20:34:35,,,1416.0,2614.0,878885.0,144351.0
206975,INDY-460,25,Bug,Medium,Complete,Invalid,2017-07-26 18:39:56,,2019-03-29 20:33:36,2019-03-29 20:33:36,,,0.0,0.0,880013.0,144359.0
206976,INDY-459,25,Bug,High,Complete,Won't Do,2017-07-26 17:29:49,,2019-03-29 20:35:41,2019-03-29 20:35:41,,,0.0,0.0,880085.0,144359.0
206977,INDY-458,25,Task,Medium,Complete,Duplicate,2017-07-25 15:00:33,2017-07-25 15:00:33,2019-11-18 13:45:33,2019-11-18 13:45:33,2.0,,0.0,0.0,1218225.0,144342.0
206978,INDY-457,25,Task,Medium,Complete,Done,2017-07-25 01:02:10,,2019-03-29 20:33:59,2019-03-29 20:33:59,,,0.0,7068.0,882511.0,144351.0
206979,INDY-456,25,Task,Medium,Complete,Done,2017-07-24 22:18:11,,2019-03-29 20:34:27,2019-03-29 20:34:27,,,2097.0,3458.0,882676.0,144336.0
206980,INDY-455,25,Bug,High,Complete,Done,2017-07-24 20:08:43,,2019-03-29 20:32:23,2019-03-29 20:32:23,,,1664.0,9906.0,882803.0,144351.0
206981,INDY-454,25,Bug,High,Complete,Done,2017-07-24 13:46:17,,2019-03-29 20:32:48,2019-03-29 20:32:48,,,0.0,676.0,883186.0,144351.0
206982,INDY-453,25,Bug,Medium,Complete,Invalid,2017-07-24 13:03:15,,2019-03-29 20:33:49,2019-03-29 20:33:49,,,5592.0,5592.0,883230.0,143801.0
206983,INDY-452,25,Task,Medium,Complete,Won't Do,2017-07-22 10:30:31,,2019-11-18 12:04:46,2019-11-18 19:13:47,,,0.0,0.0,1222714.0,
206984,INDY-451,25,Bug,Low,Complete,Invalid,2017-07-21 17:43:01,,2019-03-29 20:33:28,2019-03-29 20:33:28,,,0.0,0.0,887270.0,144359.0
206985,INDY-450,25,Task,Medium,Complete,Done,2017-07-21 17:07:49,,2019-10-11 11:03:48,2019-10-11 11:03:48,,,0.0,0.0,1168915.0,
206986,INDY-449,25,Bug,Low,Complete,Won't Do,2017-07-21 13:02:05,,2019-03-29 20:35:43,2019-03-29 20:35:43,,,0.0,0.0,887553.0,
206987,INDY-448,25,Bug,Medium,Complete,Invalid: Works as Expected,2017-07-21 11:46:59,,2019-11-13 14:50:10,2019-11-13 14:50:10,,,0.0,0.0,1217043.0,
206988,INDY-447,25,Bug,Highest,Complete,Invalid,2017-07-20 23:34:47,,2019-03-29 20:33:20,2019-03-29 20:33:20,,,49.0,49.0,888358.0,
206989,INDY-446,25,Bug,Medium,Complete,Done,2017-07-20 23:26:31,,2019-03-29 20:32:46,2019-03-29 20:32:46,,,3393.0,15823.0,888366.0,144351.0
206990,INDY-445,25,Bug,Medium,Complete,Done,2017-07-20 13:29:21,,2019-03-29 20:34:22,2019-03-29 20:34:22,,,0.0,0.0,888965.0,
206991,INDY-444,25,Bug,Medium,Complete,Invalid,2017-07-20 13:21:26,,2019-03-29 20:33:38,2019-03-29 20:33:38,,,0.0,0.0,888972.0,144318.0
206992,INDY-443,25,Bug,Low,Complete,Done,2017-07-20 09:57:00,,2019-03-29 20:34:05,2019-03-29 20:34:05,,,8.0,8.0,889177.0,
206993,INDY-442,25,Bug,High,Complete,Invalid,2017-07-19 20:07:11,,2019-03-29 20:33:30,2019-03-29 20:33:30,,,387.0,387.0,890006.0,
206994,INDY-441,25,Bug,Highest,Complete,Invalid,2017-07-19 19:52:42,,2019-03-29 20:33:54,2019-03-29 20:33:54,,,565.0,565.0,890021.0,144315.0
206995,INDY-440,25,Story,Medium,Complete,Done,2017-07-19 18:06:23,,2019-03-29 20:34:51,2019-03-29 20:34:51,,,1803.0,14518.0,890128.0,144351.0
206996,INDY-439,25,Task,Medium,Complete,Done,2017-07-19 00:06:02,,2019-03-29 20:33:30,2019-03-29 20:33:30,,,0.0,0.0,891207.0,
206997,INDY-438,25,Bug,Highest,Complete,Done,2017-07-18 22:32:12,,2019-03-29 20:34:18,2019-03-29 20:34:18,,,4108.0,4448.0,891302.0,144351.0
206998,INDY-437,25,Task,Medium,Complete,Done,2017-07-18 21:11:06,2017-07-18 21:11:06,2019-10-11 11:14:26,2019-10-11 11:14:26,5.0,,0.0,0.0,1173003.0,144385.0
206999,INDY-436,25,Bug,Medium,Complete,Invalid,2017-07-18 10:39:43,,2019-03-29 20:33:43,2019-03-29 20:33:43,,,0.0,0.0,892014.0,144341.0
207000,INDY-435,25,Bug,Highest,Complete,Done,2017-07-18 10:23:21,,2019-03-29 20:32:56,2019-03-29 20:32:56,,,1153.0,1589.0,892029.0,144351.0
207001,INDY-434,25,Task,High,Complete,Done,2017-07-17 21:26:43,,2019-03-29 20:33:10,2019-03-29 20:33:10,,,209.0,346.0,892806.0,144351.0
207002,INDY-433,25,Task,Medium,Complete,Done,2017-07-17 17:22:18,,2019-10-09 09:17:01,2019-10-09 09:17:01,,,0.0,0.0,1171674.0,
207003,INDY-432,25,Task,High,Complete,Won't Do,2017-07-17 15:13:42,,2019-11-13 14:46:11,2019-11-13 14:46:11,,,1208257.0,1208257.0,1222592.0,144385.0
207004,INDY-431,25,Task,High,Complete,Done,2017-07-17 15:13:03,,2019-10-11 11:01:33,2019-10-11 11:01:33,,,0.0,0.0,1174788.0,144359.0
207005,INDY-430,25,Bug,Highest,Complete,Done,2017-07-16 20:48:59,,2019-03-29 20:32:52,2019-03-29 20:32:52,,,0.0,1765.0,894283.0,144351.0
207006,INDY-429,25,Task,Medium,Complete,Won't Do,2017-07-14 23:09:31,,2019-10-11 10:52:03,2019-10-11 10:52:03,,,0.0,0.0,1178622.0,144359.0
207007,INDY-428,25,Bug,Medium,Complete,Done,2017-07-14 21:12:37,,2019-03-29 20:34:21,2019-03-29 20:34:21,,,2.0,2.0,897141.0,144396.0
207008,INDY-427,25,Bug,Medium,Complete,Won't Do,2017-07-14 17:35:40,,2019-03-29 20:35:50,2019-03-29 20:35:50,,,8646.0,8646.0,897360.0,
207009,INDY-426,25,Bug,High,Complete,Invalid,2017-07-14 16:26:33,,2019-03-29 20:33:41,2019-03-29 20:33:41,,,0.0,0.0,897427.0,144359.0
207010,INDY-425,25,Task,Medium,Complete,Done,2017-07-14 14:34:37,,2019-03-29 20:34:25,2019-03-29 20:34:25,,,328.0,7043.0,897539.0,144351.0
207011,INDY-424,25,Bug,High,Complete,Done,2017-07-14 13:22:32,,2019-03-29 20:34:46,2019-03-29 20:34:46,,,2797.0,2797.0,897612.0,144309.0
207012,INDY-423,25,Story,Medium,New,,2017-07-14 12:52:05,,,2019-11-13 14:41:07,,,0.0,0.0,0.0,
207013,INDY-422,25,Task,High,Complete,Done,2017-07-14 09:53:01,,2019-03-29 20:35:00,2019-03-29 20:35:00,,,0.0,4955.0,897821.0,144351.0
207014,INDY-421,25,Bug,Highest,Complete,Done,2017-07-14 03:28:15,,2019-03-29 20:32:25,2019-03-29 20:32:25,,,192.0,1417.0,898204.0,144351.0
207015,INDY-420,25,Bug,Highest,Complete,Done,2017-07-14 02:05:22,,2019-03-29 20:32:21,2019-03-29 20:32:21,,,185.0,3062.0,898286.0,144351.0
207016,INDY-419,25,Task,High,Complete,Done,2017-07-13 21:16:53,,2019-03-29 20:34:52,2019-03-29 20:34:52,,,164.0,665.0,898577.0,144318.0
207017,INDY-418,25,Bug,Medium,Complete,Invalid,2017-07-13 21:04:42,,2019-03-29 20:33:36,2019-03-29 20:33:36,,,0.0,0.0,898588.0,143801.0
207018,INDY-417,25,Bug,Highest,Complete,Invalid,2017-07-13 20:15:50,,2019-03-29 20:33:53,2019-03-29 20:33:53,,,0.0,0.0,898638.0,144336.0
207019,INDY-416,25,Task,Medium,Complete,Won't Do,2017-07-13 17:37:31,,2019-11-12 15:44:47,2019-11-12 15:44:47,,,0.0,1181197.0,1226827.0,144367.0
207020,INDY-415,25,Bug,Medium,Complete,Done,2017-07-13 16:11:10,,2019-03-29 20:35:00,2019-03-29 20:35:00,,,234.0,234.0,898883.0,144309.0
207021,INDY-414,25,Story,Medium,New,,2017-07-13 14:50:38,2017-07-13 14:50:38,,2019-02-13 13:02:42,8.0,,0.0,0.0,0.0,144359.0
207022,INDY-413,25,Bug,Highest,Complete,Invalid,2017-07-12 21:08:13,,2019-03-29 20:33:51,2019-03-29 20:33:51,,,0.0,0.0,900025.0,143801.0
207023,INDY-412,25,Bug,Highest,Complete,Invalid,2017-07-12 21:07:42,,2019-03-29 20:33:45,2019-03-29 20:33:45,,,0.0,0.0,900026.0,143801.0
207024,INDY-411,25,Bug,Highest,Complete,Invalid,2017-07-12 21:06:23,,2019-03-29 20:33:30,2019-03-29 20:33:30,,,0.0,0.0,900027.0,143801.0
207025,INDY-410,25,Story,High,Complete,Done,2017-07-12 20:16:09,,2019-03-29 20:34:57,2019-03-29 20:34:57,,,0.0,18646.0,900078.0,144351.0
207026,INDY-409,25,Bug,Highest,Complete,Invalid,2017-07-11 23:16:57,,2019-03-29 20:33:33,2019-03-29 20:33:33,,,0.0,0.0,901336.0,143801.0
207027,INDY-408,25,Bug,Highest,Complete,Done,2017-07-11 17:25:58,,2019-03-29 20:33:07,2019-03-29 20:33:07,,,1400.0,1705.0,901687.0,144351.0
207028,INDY-407,25,Bug,Low,Complete,Done,2017-07-11 16:42:17,,2019-03-29 20:33:48,2019-03-29 20:33:48,,,66.0,66.0,901731.0,
207029,INDY-406,25,Bug,Highest,Complete,Done,2017-07-11 16:37:31,,2019-03-29 20:32:22,2019-03-29 20:32:22,,,221.0,1839.0,901734.0,
207030,INDY-405,25,Story,Medium,Complete,Won't Do,2017-07-11 14:04:53,,2019-10-09 10:45:25,2019-10-09 10:45:25,,,0.0,0.0,1180600.0,144359.0
207031,INDY-404,25,Bug,Medium,Complete,Won't Do,2017-07-11 12:11:20,,2019-03-29 20:35:44,2019-03-29 20:35:44,,,0.0,0.0,902004.0,144359.0
207032,INDY-403,25,Task,Medium,Complete,Invalid,2017-07-11 12:01:24,,2019-03-29 20:33:31,2019-03-29 20:33:31,,,0.0,0.0,902012.0,144359.0
207033,INDY-402,25,Sub-task,Medium,Complete,Done,2017-07-11 11:37:57,,2019-03-29 20:34:54,2019-03-29 20:34:54,,,2994.0,4263.0,902036.0,144351.0
207034,INDY-401,25,Sub-task,Medium,Complete,Done,2017-07-11 11:33:38,,2019-03-29 20:35:04,2019-03-29 20:35:04,,,5201.0,8569.0,902041.0,144351.0
207035,INDY-400,25,Bug,Medium,Complete,Done,2017-07-11 10:33:36,,2019-03-29 20:35:09,2019-03-29 20:35:09,,,14157.0,15486.0,902101.0,144351.0
207036,INDY-399,25,Task,Medium,Complete,Done,2017-07-11 09:52:27,,2019-03-29 20:34:36,2019-03-29 20:34:36,,,4334.0,5558.0,902142.0,144351.0
207037,INDY-398,25,Task,Medium,Complete,Won't Do,2017-07-11 09:49:56,,2019-10-09 10:14:56,2019-10-09 10:14:56,,,0.0,0.0,1180825.0,144359.0
207038,INDY-397,25,Bug,Low,Complete,Won't Do,2017-07-11 07:39:05,,2019-03-29 20:35:46,2019-03-29 20:35:46,,,0.0,0.0,902276.0,144359.0
207039,INDY-396,25,Bug,Highest,Complete,Invalid,2017-07-10 17:45:34,,2019-03-29 20:33:25,2019-03-29 20:33:25,,,1047.0,1047.0,903107.0,144336.0
207040,INDY-395,25,Task,Low,Complete,Won't Do,2017-07-10 13:36:43,,2019-10-08 13:14:09,2019-10-08 13:14:09,,,0.0,0.0,1180777.0,144359.0
207041,INDY-394,25,Bug,Low,Complete,Won't Do,2017-07-10 12:43:02,,2019-03-29 20:35:49,2019-03-29 20:35:49,,,0.0,0.0,903412.0,
207042,INDY-393,25,Bug,Low,Complete,Won't Do,2017-07-10 12:07:09,,2019-03-29 20:35:48,2019-03-29 20:35:48,,,0.0,0.0,903448.0,
207043,INDY-392,25,Bug,Medium,Complete,Done,2017-07-10 04:13:29,,2019-03-29 20:32:37,2019-03-29 20:32:37,,,0.0,465.0,903919.0,144351.0
207044,INDY-391,25,Bug,Highest,Complete,Done,2017-07-07 20:43:07,,2019-03-29 20:33:52,2019-03-29 20:33:52,,,1659.0,2283.0,907250.0,144351.0
207045,INDY-390,25,Task,Medium,Complete,Done,2017-07-07 15:03:04,,2019-03-29 20:33:15,2019-03-29 20:33:15,,,118.0,1468.0,907590.0,144351.0
207046,INDY-389,25,Task,Medium,Complete,Done,2017-07-07 14:02:43,,2019-03-29 20:32:40,2019-03-29 20:32:40,,,14426.0,19922.0,907649.0,144336.0
207047,INDY-388,25,Bug,Low,Complete,Won't Do,2017-07-07 13:32:10,,2019-03-29 20:35:41,2019-03-29 20:35:41,,,0.0,0.0,907683.0,
207048,INDY-387,25,Bug,Low,Complete,Done,2017-07-07 03:07:21,,2019-10-08 13:16:28,2019-10-08 13:16:28,,,0.0,0.0,1185729.0,
207049,INDY-386,25,Bug,Highest,Complete,Done,2017-07-06 23:42:33,,2019-03-29 20:34:59,2019-03-29 20:34:59,,,5917.0,7166.0,908512.0,144351.0
207050,INDY-385,25,Bug,Low,Complete,Invalid,2017-07-06 11:11:24,,2019-03-29 20:33:39,2019-03-29 20:33:39,,,0.0,0.0,909262.0,
207051,INDY-384,25,Task,Medium,Complete,Done,2017-07-06 05:51:14,,2019-03-29 20:34:09,2019-03-29 20:34:09,,,276.0,1329.0,909582.0,144351.0
207052,INDY-383,25,Bug,High,Complete,Done,2017-07-05 18:04:46,,2019-03-29 20:34:06,2019-03-29 20:34:06,,,10288.0,11537.0,910289.0,144351.0
207053,INDY-382,25,Bug,High,Complete,Done,2017-07-05 16:50:04,,2019-03-29 20:34:36,2019-03-29 20:34:36,,,6060.0,14820.0,910364.0,144367.0
207054,INDY-381,25,Bug,Medium,Complete,Done,2017-07-05 15:55:49,,2019-03-29 20:33:38,2019-03-29 20:33:38,,,0.0,0.0,910417.0,
207055,INDY-380,25,Bug,Low,Complete,Invalid,2017-07-05 13:52:53,,2019-03-29 20:33:59,2019-03-29 20:33:59,,,0.0,0.0,910541.0,
207056,INDY-379,25,Bug,Low,Complete,Invalid,2017-07-05 10:43:54,,2019-03-29 20:33:38,2019-03-29 20:33:38,,,0.0,0.0,910729.0,144359.0
207057,INDY-378,25,Bug,Medium,Complete,Done,2017-07-04 13:16:50,,2019-03-29 20:32:53,2019-03-29 20:32:53,,,8405.0,9082.0,912016.0,144351.0
207058,INDY-377,25,Bug,High,Complete,Invalid,2017-07-04 09:57:55,,2019-03-29 20:33:41,2019-03-29 20:33:41,,,145.0,9341.0,912215.0,144351.0
207059,INDY-376,25,Bug,Medium,Complete,Invalid,2017-07-04 06:58:25,,2019-03-29 20:33:20,2019-03-29 20:33:20,,,0.0,0.0,912394.0,144359.0
207060,INDY-375,25,Bug,Medium,Complete,Invalid,2017-07-03 15:05:42,,2019-03-29 20:33:16,2019-03-29 20:33:16,,,0.0,0.0,913347.0,144358.0
207061,INDY-374,25,Story,Medium,Complete,Done,2017-07-03 13:57:47,,2019-11-12 15:41:32,2019-11-12 15:41:32,,,0.0,0.0,1241443.0,144359.0
207062,INDY-373,25,Bug,High,Complete,Done,2017-07-03 13:00:17,,2019-03-29 20:33:56,2019-03-29 20:33:56,,,43487.0,48176.0,913473.0,144351.0
207063,INDY-372,25,Bug,Low,Complete,Invalid,2017-07-03 12:55:37,,2019-03-29 20:33:16,2019-03-29 20:33:16,,,0.0,0.0,913477.0,144342.0
207064,INDY-371,25,Bug,Low,Complete,Done,2017-07-03 09:03:02,,2019-03-29 20:33:26,2019-03-29 20:33:26,,,40125.0,40125.0,913710.0,144321.0
207065,INDY-370,25,Bug,Low,Complete,Done,2017-07-03 08:57:06,,2019-03-29 20:32:46,2019-03-29 20:32:46,,,0.0,0.0,913715.0,
207066,INDY-369,25,Bug,Low,Complete,Won't Do,2017-07-03 08:23:49,,2019-03-29 20:35:42,2019-03-29 20:35:42,,,0.0,0.0,913751.0,
207067,INDY-368,25,Bug,Low,Complete,Invalid,2017-07-03 08:12:08,,2019-03-29 20:33:30,2019-03-29 20:33:30,,,0.0,0.0,913761.0,144342.0
207068,INDY-367,25,Bug,Low,Complete,Invalid,2017-07-01 17:21:45,,2019-10-11 11:16:29,2019-10-11 11:16:29,,,0.0,0.0,1197714.0,
207069,INDY-366,25,Bug,Highest,Complete,Done,2017-06-30 17:08:01,,2019-03-29 20:34:20,2019-03-29 20:34:20,,,5820.0,5850.0,917546.0,144351.0
207070,INDY-365,25,Bug,Highest,Complete,Done,2017-06-30 14:17:57,,2019-03-29 20:33:40,2019-03-29 20:33:40,,,316.0,3526.0,917715.0,144351.0
207071,INDY-364,25,Bug,Highest,Complete,Done,2017-06-30 14:15:27,,2019-03-29 20:32:46,2019-03-29 20:32:46,,,316.0,3522.0,917717.0,144351.0
207072,INDY-363,25,Bug,High,Complete,Won't Do,2017-06-30 13:13:58,,2019-03-29 20:35:53,2019-03-29 20:35:53,,,0.0,0.0,917781.0,
207073,INDY-362,25,Bug,Medium,Complete,Won't Do,2017-06-30 05:48:31,,2019-03-29 20:35:41,2019-03-29 20:35:41,,,0.0,0.0,918227.0,
207074,INDY-361,25,Bug,Medium,Complete,Invalid,2017-06-29 22:36:11,,2019-03-29 20:33:20,2019-03-29 20:33:20,,,0.0,0.0,918657.0,144351.0
207075,INDY-360,25,Task,Medium,Complete,Done,2017-06-29 18:02:29,,2019-03-29 20:34:13,2019-03-29 20:34:13,,,8729.0,14561.0,918931.0,144351.0
207076,INDY-359,25,Story,High,Complete,Invalid,2017-06-29 15:46:16,,2019-03-29 20:33:46,2019-03-29 20:33:46,,,0.0,0.0,919067.0,144359.0
207077,INDY-358,25,Bug,High,Complete,Done,2017-06-29 15:41:46,,2019-03-29 20:34:28,2019-03-29 20:34:28,,,8635.0,9008.0,919072.0,144351.0
207078,INDY-357,25,Bug,Lowest,Complete,Won't Do,2017-06-29 15:29:07,,2019-03-29 20:35:39,2019-03-29 20:35:39,,,0.0,0.0,919086.0,144359.0
207079,INDY-356,25,Bug,Medium,Complete,Done,2017-06-29 14:47:54,,2019-03-29 20:34:35,2019-03-29 20:34:35,,,0.0,0.0,919126.0,144309.0
207080,INDY-355,25,Bug,Low,Complete,Won't Do,2017-06-29 00:10:54,,2019-03-29 20:35:48,2019-03-29 20:35:48,,,0.0,0.0,920004.0,
207081,INDY-354,25,Bug,Low,Complete,Won't Do,2017-06-28 23:41:49,,2019-03-29 20:35:51,2019-03-29 20:35:51,,,51570.0,51570.0,920034.0,
207082,INDY-353,25,Story,Medium,Complete,Done,2017-06-28 19:38:04,,2019-03-29 20:35:10,2019-03-29 20:35:10,,,1758.0,8220.0,920277.0,144351.0
207083,INDY-352,25,Task,Medium,Complete,Done,2017-06-28 19:29:00,,2019-10-08 12:58:57,2019-10-08 12:58:57,,,0.0,0.0,1197689.0,144336.0
207084,INDY-351,25,Task,Medium,Complete,Invalid: Environment Issue,2017-06-28 19:27:14,,2019-10-08 12:52:34,2019-10-08 12:52:34,,,0.0,0.0,1197685.0,
207085,INDY-350,25,Task,Medium,Complete,Invalid: Environment Issue,2017-06-28 19:15:57,,2019-10-08 12:50:39,2019-10-08 12:50:39,,,0.0,0.0,1197694.0,
207086,INDY-349,25,Task,Medium,Complete,Invalid: Environment Issue,2017-06-28 19:10:53,,2019-10-08 12:50:11,2019-10-08 12:50:11,,,0.0,0.0,1197699.0,
207087,INDY-348,25,Task,Medium,Complete,Invalid: Environment Issue,2017-06-28 19:08:47,,2019-10-08 12:49:46,2019-10-08 12:49:46,,,0.0,0.0,1197700.0,
207088,INDY-347,25,Task,Medium,Complete,Invalid: Environment Issue,2017-06-28 19:04:57,,2019-10-08 12:49:02,2019-10-08 12:49:02,,,0.0,0.0,1197704.0,
207089,INDY-346,25,Bug,Medium,Complete,Done,2017-06-28 18:18:01,,2019-03-29 20:34:59,2019-03-29 20:34:59,,,12051.0,21030.0,920356.0,144351.0
207090,INDY-345,25,Task,Medium,Complete,Done,2017-06-28 18:17:35,,2019-03-29 20:34:35,2019-03-29 20:34:35,,,17379.0,19815.0,920357.0,144336.0
207091,INDY-344,25,Bug,Medium,Complete,Done,2017-06-28 18:07:16,,2019-03-29 20:32:58,2019-03-29 20:32:58,,,10345.0,15104.0,920365.0,144351.0
207092,INDY-343,25,Task,Low,Complete,Won't Do,2017-06-28 15:00:29,,2019-03-29 20:35:43,2019-03-29 20:35:43,,,0.0,0.0,920555.0,
207093,INDY-342,25,Bug,Low,Complete,Invalid,2017-06-28 11:12:01,,2019-03-29 20:33:47,2019-03-29 20:33:47,,,0.0,0.0,920781.0,144359.0
207094,INDY-341,25,Bug,Medium,Complete,Done,2017-06-28 10:32:17,,2019-03-29 20:33:35,2019-03-29 20:33:35,,,3.0,3.0,920821.0,143806.0
207095,INDY-340,25,Task,Medium,Complete,Done,2017-06-27 21:23:16,2017-06-27 21:23:16,2019-10-22 16:15:03,2019-10-22 16:15:03,1.0,,0.0,0.0,1219371.0,
207096,INDY-339,25,Bug,Medium,Complete,Done,2017-06-27 18:12:56,,2019-03-29 20:33:31,2019-03-29 20:33:31,,,2698.0,3939.0,921800.0,144351.0
207097,INDY-338,25,Task,Medium,Complete,Deferred,2017-06-27 14:09:48,,2019-03-29 20:39:46,2019-03-29 20:39:46,,,35.0,897809.0,922049.0,143801.0
207098,INDY-337,25,Story,Medium,Complete,Deferred,2017-06-27 11:45:33,,2019-11-12 15:40:19,2019-11-12 15:40:19,,,0.0,0.0,1250214.0,144368.0
207099,INDY-336,25,Task,Medium,Complete,Done,2017-06-26 22:42:41,,2019-03-29 20:33:36,2019-03-29 20:33:36,,,0.0,0.0,922970.0,144341.0
207100,INDY-335,25,Story,Medium,Complete,Done,2017-06-26 21:58:39,,2019-03-29 20:34:51,2019-03-29 20:34:51,,,6091.0,12134.0,923016.0,144351.0
207101,INDY-334,25,Bug,Highest,Complete,Done,2017-06-26 21:20:12,,2019-03-29 20:32:41,2019-03-29 20:32:41,,,11751.0,12435.0,923052.0,144351.0
207102,INDY-333,25,Bug,Medium,Complete,Done,2017-06-26 20:58:40,,2019-03-29 20:34:11,2019-03-29 20:34:11,,,1440.0,109679.0,923075.0,144351.0
207103,INDY-332,25,Bug,Medium,Complete,Invalid,2017-06-26 19:09:07,,2019-03-29 20:33:23,2019-03-29 20:33:23,,,127.0,23193.0,923184.0,144351.0
207104,INDY-331,25,Task,Highest,Complete,Done,2017-06-26 16:10:51,,2019-03-29 20:33:03,2019-03-29 20:33:03,,,1804.0,3493.0,923362.0,144351.0
207105,INDY-330,25,Bug,Medium,Complete,Invalid,2017-06-26 15:48:13,,2019-03-29 20:33:58,2019-03-29 20:33:58,,,0.0,0.0,923385.0,144359.0
207106,INDY-329,25,Bug,Medium,Complete,Done,2017-06-26 09:43:06,,2019-03-29 20:34:58,2019-03-29 20:34:58,,,0.0,656.0,923751.0,144351.0
207107,INDY-328,25,Bug,Lowest,Complete,Won't Do,2017-06-24 15:23:21,,2019-03-29 20:35:48,2019-03-29 20:35:48,,,0.0,0.0,926292.0,144336.0
207108,INDY-327,25,Bug,Low,Complete,Won't Do,2017-06-24 14:13:16,,2019-03-29 20:35:43,2019-03-29 20:35:43,,,0.0,0.0,926362.0,144359.0
207109,INDY-326,25,Bug,Medium,Complete,Done,2017-06-23 20:15:54,,2019-03-29 20:33:35,2019-03-29 20:33:35,,,28.0,28.0,927437.0,144335.0
207110,INDY-325,25,Bug,High,Complete,Done,2017-06-23 18:02:13,,2019-03-29 20:32:27,2019-03-29 20:32:27,,,355.0,1703.0,927570.0,144351.0
207111,INDY-324,25,Bug,Medium,Complete,Done,2017-06-23 15:16:46,,2019-03-29 20:34:41,2019-03-29 20:34:41,,,0.0,5177.0,927737.0,144351.0
202808,IS-1561,26,Improvement,Medium,Complete,Done,2020-10-05 05:38:37,,2020-10-13 07:34:13,2020-10-13 07:34:13,,,0.0,11590.0,11635.0,143981.0
202809,IS-1560,26,Bug,Medium,New,,2020-09-18 01:24:46,,,2020-09-18 01:24:46,,,0.0,0.0,0.0,
202810,IS-1559,26,Bug,Medium,New,,2020-08-18 10:02:26,,,2020-08-18 11:09:16,,,0.0,0.0,0.0,
202811,IS-1558,26,Bug,Medium,Complete,Duplicate,2020-07-29 16:54:43,,2020-07-29 22:30:59,2020-07-29 22:31:03,,,0.0,0.0,336.0,
202812,IS-1557,26,Bug,High,In Progress,,2020-05-26 18:26:43,,,2020-05-29 16:57:05,,,0.0,0.0,0.0,143986.0
202813,IS-1556,26,Bug,High,New,,2020-05-22 05:28:41,,,2020-05-22 05:28:41,,,0.0,0.0,0.0,
202814,IS-1555,26,Bug,Medium,New,,2020-05-11 22:46:28,,,2020-05-11 22:46:28,,,0.0,0.0,0.0,
202815,IS-1554,26,Improvement,Medium,New,,2020-04-24 11:41:35,,,2020-04-24 11:41:35,,,0.0,0.0,0.0,143989.0
202816,IS-1553,26,New Feature,Medium,New,,2020-04-23 16:14:01,,,2020-04-23 16:20:51,,,0.0,0.0,0.0,
202817,IS-1552,26,New Feature,Medium,New,,2020-04-23 02:31:18,,,2020-04-23 02:31:18,,,0.0,0.0,0.0,
202818,IS-1551,26,Bug,Medium,New,,2020-04-22 09:35:44,,,2020-04-22 09:35:44,,,0.0,0.0,0.0,143989.0
202819,IS-1550,26,Bug,Medium,New,,2020-04-21 19:05:17,,,2020-04-21 19:05:17,,,0.0,0.0,0.0,143992.0
202820,IS-1549,26,Bug,Medium,New,,2020-04-20 16:15:04,,,2020-04-20 17:47:06,,,0.0,0.0,0.0,
202821,IS-1548,26,Bug,Medium,New,,2020-04-10 13:54:27,,,2020-04-10 13:54:27,,,0.0,0.0,0.0,
202822,IS-1547,26,Bug,Medium,New,,2020-04-09 05:03:01,,,2020-04-09 05:03:01,,,0.0,0.0,0.0,
202823,IS-1546,26,Epic,Medium,New,,2020-04-03 02:01:08,,,2020-04-04 04:22:43,,,0.0,0.0,0.0,
