project_id,project_key,project_name,Total_Issues,Unique_Issues,Issues_With_Created,Issues_With_Resolution,Completed_Issues,Total_Story_Points,Average_Story_Points,Total_Worklog_Hours,Average_Task_Duration_Days,Median_Task_Duration_Days,Average_Transitions,Average_Reassignments,Average_Reopens,Total_Reopens,Total_Worklogs,Total_Dependencies,Total_Blocking_Issues,Total_Blocked_By,Earliest_Created,Latest_Created,Earliest_Resolution,Latest_Resolution,Completion_Percentage,Resolution_Coverage_Percentage,Project_Duration_Days,Usable_Temporal_Data
10429,DWK,Distribution Web Kanban,963,963,1,1,881,2602.0,2.7019730010384215,0.0,,,5.257528556593977,6.898234683281412,0.0,0,0,185,43,35,2023-06-30 07:26:13+00:00,2023-06-30 07:26:13+00:00,2023-11-01 04:46:14+00:00,2023-11-01 04:46:14+00:00,91.48494288681205,0.10384215991692627,123.88890046296297,False
10430,CWK,CRM Web Kanban,341,341,1,1,338,1294.0,3.7947214076246336,0.0,,,8.090909090909092,7.885630498533724,0.0,0,0,241,7,7,2023-07-05 14:16:24+00:00,2023-07-05 14:16:24+00:00,2023-08-14 06:48:22+00:00,2023-08-14 06:48:22+00:00,99.12023460410558,0.2932551319648094,39.68886574074074,False
10437,AWKN,Advisory Web Kanban 1,436,436,1,0,378,1039.0,2.38302752293578,0.0,,,5.64908256880734,6.064220183486238,0.0,0,0,10,1,1,2023-06-16 09:32:37+00:00,2023-06-16 09:32:37+00:00,,,86.69724770642202,0.0,,False
10503,EC,Europeana Collections,6957,6957,7,4,6388,4849.0,1.5272440944881889,0.0,,,2.795457812275406,2.6727037516170764,0.0,0,0,2794,209,225,2017-10-14 18:57:05+00:00,2025-03-17 10:02:16+00:00,2017-10-15 07:28:33+00:00,2017-10-16 13:42:36+00:00,91.82118729337358,0.057496047146758655,1.7816087962962963,False
10504,EA,Europeana APIs,4039,4039,5,0,3276,4849.0,2.0037190082644627,0.0,,,3.877940084179252,2.699678138153008,0.0,0,0,3500,135,121,2017-10-15 10:29:14+00:00,2024-02-28 10:36:41+00:00,,,81.10918544194108,0.0,,False
10505,MET,Metis,6506,6506,6,1,5876,10004.5,3.783850226928896,16.5,,,4.819397479249923,3.6752228711958193,0.0,0,6,2672,139,136,2018-11-16 08:12:19+00:00,2025-06-30 15:11:03+00:00,2018-05-23 14:34:55+00:00,2018-05-23 14:34:55+00:00,90.3166308023363,0.01537042729787888,-176.73430555555555,False
10520,DCMEEREQ,dcm4chee-req,1291,1291,1,0,978,2493.5,3.951664025356577,0.0,,,2.3059643687064293,1.1130906274206043,0.08752904725019364,113,0,952,0,0,2015-12-09 17:53:29+00:00,2015-12-09 17:53:29+00:00,,,75.75522850503485,0.0,,False
10600,QTQAINFRA,Qt Quality Assurance Infrastructure,6179,6179,6179,5455,5397,435.0,6.304347826086956,209.5,251.8240382230879,56.05019675925926,2.4855154555753356,0.5908723094351837,0.0003236769703835572,2,16,3587,33,101,2009-11-12 10:02:54+00:00,2025-09-03 17:51:11+00:00,2010-09-02 13:15:23+00:00,2025-09-04 10:00:37+00:00,87.34423045800291,88.28289367211522,5774.998414351852,True
10630,QTIFW,Qt Installer Framework,3420,3420,3420,3075,3012,479.0,4.79,0.0,303.66716482610656,32.781469907407406,2.0248538011695905,0.5812865497076023,0.0,0,0,913,2,0,2010-08-09 05:22:09+00:00,2025-08-21 22:05:09+00:00,2011-09-06 15:02:50+00:00,2025-09-03 09:30:23+00:00,88.0701754385965,89.91228070175438,5504.172384259259,True
10817,WLPC,WorklogPRO Cloud,474,474,0,0,345,118.0,2.0701754385964914,12.0,,,2.181434599156118,0.350210970464135,0.016877637130801686,8,6,41,2,3,,,,,72.78481012658227,0.0,,False
10819,CMTC,Configuration Management Toolkit Cloud,949,949,0,0,889,584.0,2.2548262548262548,141.5,,,2.4836670179135933,0.3972602739726027,0.015806111696522657,15,5,189,17,17,,,,,93.67755532139094,0.0,,False
10838,COMMERCE,PUBLIC - Liferay Commerce,9283,9283,8560,2306,9156,9119.5,4.980611687602403,166.016666667,97.07300962565449,29.130520833333335,5.280405041473662,2.4189378433696005,0.00010772379618657762,1,9,6899,6,291,2017-03-24 09:59:18+00:00,2023-06-16 09:09:02+00:00,2018-02-21 17:00:43+00:00,2023-03-10 05:06:46+00:00,98.63190778843047,24.8411074006248,2176.796851851852,True
11011,BAM,Bamboo Data Center,16172,16172,16172,14550,14503,165.0,3.5106382978723403,3564.750000006,949.3115385110411,129.0443113425926,3.0664729161513726,0.5048231511254019,0.009213455354934454,149,813,7007,83,91,2006-04-06 23:43:22+00:00,2025-09-02 14:31:13+00:00,2006-04-06 23:48:34+00:00,2025-09-02 11:32:07+00:00,89.67969329705664,89.97031906999753,7088.4921875,True
11070,CBL,Couchbase Lite,3229,3229,2,0,3122,9274.5,3.4464882943143813,2300.166666667,,,3.4794053886652216,0.8550634871477237,0.27903375658098484,901,415,1920,10,78,2022-08-22 22:18:01+00:00,2022-11-30 19:23:21+00:00,,,96.68628058222359,0.0,,False
11077,CBG,Couchbase Gateway,2119,2119,1,1,2000,5499.0,2.967620075553157,5.916666667,,,3.9650778669183575,0.9051439358187825,0.26002831524303915,551,7,1052,13,64,2020-04-09 16:37:11+00:00,2020-04-09 16:37:11+00:00,2023-05-22 12:52:35+00:00,2023-05-22 12:52:35+00:00,94.38414346389806,0.04719207173194903,1137.8440277777777,False
11078,NCBC,Couchbase .NET client library,3934,3934,6,2,3659,2367.0,1.0215796288303842,0.0,,,2.9260294865277072,0.3632435180477885,0.1487036095577021,585,0,987,6,58,2010-11-10 19:41:47+00:00,2021-10-22 04:36:46+00:00,2012-10-16 14:36:25+00:00,2016-09-29 21:59:13+00:00,93.00965937976613,0.05083884087442806,2150.0954398148147,False
11080,K8S,Couchbase Kubernetes,3935,3935,7,4,3530,3667.0,1.4307452204447912,13.5,,,1.5212198221092756,0.781702668360864,0.04879288437102922,192,5,1589,13,127,2018-02-22 19:51:23+00:00,2025-06-12 19:32:38+00:00,2018-06-14 11:13:33+00:00,2022-03-22 13:00:38+00:00,89.70775095298602,0.10165184243964422,1488.7147569444444,False
11084,JCBC,Couchbase Java Client,1978,1978,0,3,1880,858.0,1.0094117647058825,0.0,,,2.211324570273003,0.46865520728008087,0.0910010111223458,180,0,419,3,34,,,2020-08-04 08:55:25+00:00,2023-10-31 22:11:24+00:00,95.04550050556118,0.15166835187057634,,False
11088,GOCBC,Couchbase Go SDK,1708,1708,3,0,1636,1421.0,1.0164520743919885,0.0,,,2.8747072599531616,0.37177985948477754,0.08489461358313817,145,0,484,9,66,2016-01-21 18:24:28+00:00,2024-07-11 16:29:09+00:00,,,95.78454332552693,0.0,,False
11089,PYCBC,Couchbase Python Client Library,1638,1638,3,0,1383,1153.0,0.9914015477214101,0.0,,,2.7405372405372406,0.43284493284493286,0.13614163614163613,223,0,452,5,47,2019-12-05 16:54:55+00:00,2023-09-07 02:08:16+00:00,,,84.43223443223444,0.0,,False
11090,JVMCBC,Java Couchbase JVM Core,1625,1625,1,1,1461,1042.0,0.9245785270629991,0.0,,,2.2313846153846155,0.24984615384615386,0.06338461538461539,103,0,321,1,49,2021-07-13 12:11:01+00:00,2021-07-13 12:11:01+00:00,2019-04-24 01:02:51+00:00,2019-04-24 01:02:51+00:00,89.90769230769232,0.06153846153846154,-811.4640046296296,False
11091,CCBC,Couchbase C client library libcouchbase,1579,1579,6,0,1460,689.0,0.9596100278551533,0.0,,,2.0880303989867004,0.40341988600379985,0.06713109563014566,106,0,497,4,158,2011-01-17 22:23:22+00:00,2021-04-16 16:10:16+00:00,,,92.46358454718177,0.0,,False
11094,JSCBC,Couchbase node.js Client Library,1278,1278,1,0,1147,822.0,0.9558139534883721,0.0,,,2.486697965571205,0.1619718309859155,0.16823161189358374,215,0,477,5,55,2021-08-27 17:07:19+00:00,2021-08-27 17:07:19+00:00,,,89.74960876369326,0.0,,False
11096,CM,Couchbase Mobile,1048,1048,1,2,687,1011.0,1.3095854922279793,31.5,,,1.2127862595419847,0.6574427480916031,0.0019083969465648854,2,4,963,0,20,2021-01-08 19:56:22+00:00,2021-01-08 19:56:22+00:00,2020-05-13 02:22:16+00:00,2020-09-02 18:13:42+00:00,65.55343511450383,0.19083969465648853,-128.0712962962963,False
11097,PCBC,Couchbase PHP client library,990,990,1,0,883,458.0,0.9404517453798767,0.0,,,2.107070707070707,0.37373737373737376,0.08080808080808081,80,0,208,7,32,2013-02-13 19:21:35+00:00,2013-02-13 19:21:35+00:00,,,89.19191919191918,0.0,,False
11100,DA,Data Analytics (Data Lab),8114,8114,9,9,7628,28643.0,4.328044726503475,0.0,,,3.0322898693615974,0.7388464382548682,0.0,0,0,3350,461,462,2018-01-07 19:54:33+00:00,2021-02-05 15:52:43+00:00,2018-05-08 13:59:59+00:00,2021-09-09 02:20:50+00:00,94.0103524771999,0.11091939857037221,1340.2682523148148,False
11100,OLMIS,OpenLMIS General,7859,7859,11,3,4139,9029.5,3.0536016232668244,61785.225000036,,,3.6430843618781017,2.6329049497391526,0.0,0,19811,9251,663,663,2016-04-21 20:20:59+00:00,2025-03-19 12:13:17+00:00,2017-03-09 13:26:08+00:00,2019-01-30 12:38:33+00:00,52.665733553887264,0.03817279552105866,1013.6788657407408,False
11101,CXXCBC,C++ Couchbase Client,690,690,0,0,539,752.0,1.0898550724637681,0.0,,,3.3971014492753624,0.4753623188405797,0.21884057971014492,151,0,346,41,96,,,,,78.1159420289855,0.0,,False
11103,CMOS,Couchbase Monitoring and Observability Stack,467,467,1,0,260,462.0,0.9892933618843683,3.0,,,1.36830835117773,0.7237687366167024,0.0,0,1,186,6,32,2021-09-29 15:03:56+00:00,2021-09-29 15:03:56+00:00,,,55.6745182012848,0.0,,False
11104,RCBC,Couchbase Ruby client library,494,494,0,0,439,284.0,0.9466666666666667,0.0,,,2.5465587044534415,0.27530364372469635,0.10931174089068826,54,0,124,12,31,,,,,88.8663967611336,0.0,,False
11106,LPD,PUBLIC - Liferay Product Delivery,50840,50840,6819,510,40761,13108.5,4.204137267479154,1278.300000007,106.85936384176092,28.882997685185185,2.891719118804091,1.554996066089693,0.001966955153422502,100,334,22260,171,1046,2010-05-13 15:24:26+00:00,2025-10-21 22:10:59+00:00,2014-11-18 12:36:28+00:00,2025-11-06 20:05:16+00:00,80.1750590086546,1.003147128245476,5656.195023148148,True
11106,SCBC,Scala Couchbase Client,480,480,1,0,456,325.25,0.9346264367816092,0.0,,,2.877083333333333,0.12708333333333333,0.15833333333333333,76,0,58,0,5,2019-07-30 08:50:42+00:00,2019-07-30 08:50:42+00:00,,,95.0,0.0,,False
11110,KAFKAC,Couchbase Kafka Connector,381,381,1,0,343,259.0,0.8633333333333333,0.0,,,2.188976377952756,0.09448818897637795,0.05249343832020997,20,0,104,0,16,2024-08-15 18:10:21+00:00,2024-08-15 18:10:21+00:00,,,90.02624671916011,0.0,,False
11111,CBES,Couchbase Elasticsearch Connector,321,321,0,1,282,147.0,0.8352272727272727,102.0,,,2.0965732087227416,0.13395638629283488,0.037383177570093455,12,13,61,0,9,,,2020-07-08 19:41:17+00:00,2020-07-08 19:41:17+00:00,87.85046728971963,0.3115264797507788,,False
11112,TXNCXX,Distributed Transactions C++,262,262,0,0,218,280.0,1.0687022900763359,0.0,,,3.1603053435114505,0.5687022900763359,0.011450381679389313,3,0,88,5,32,,,,,83.20610687022901,0.0,,False
11114,SPARKC,Couchbase Spark Connector,230,230,0,1,222,133.0,0.9236111111111112,0.0,,,2.1130434782608694,0.33043478260869563,0.1,23,0,78,2,3,,,2016-06-15 07:26:13+00:00,2016-06-15 07:26:13+00:00,96.52173913043478,0.43478260869565216,,False
11115,JDCP,Java DCP Client,262,262,0,0,233,185.0,0.9536082474226805,0.0,,,2.3396946564885495,0.12595419847328243,0.022900763358778626,6,0,81,0,20,,,,,88.93129770992367,0.0,,False
11203,DEV,Development,12335,12334,13,7,11112,39126.0,5.286582894203486,243.033333334,,,3.5920551276854478,2.4909606809890557,0.010133765707336847,125,57,9825,1148,1148,2018-01-05 15:57:51+00:00,2025-08-19 21:01:06+00:00,2018-05-04 15:21:54+00:00,2023-05-16 13:36:54+00:00,90.08512363194163,0.05674908796108633,1956.9021180555555,True
11209,CG,Citizens Guide,1459,1459,3,1,1238,4255.0,4.3551688843398155,0.0,,,1.9273474982864975,1.0932145305003427,0.0,0,0,604,74,73,2018-09-11 18:27:00+00:00,2019-09-16 14:37:48+00:00,2018-07-30 19:26:53+00:00,2018-07-30 19:26:53+00:00,84.85263879369431,0.06854009595613435,-42.95841435185185,False
11291,CWD,Crowd Data Center,4900,4900,4900,4105,4044,486.5,1.849809885931559,1496.61666667,852.8590375445483,84.39616898148148,2.5989795918367347,0.48428571428571426,0.011020408163265306,54,290,3396,102,65,2006-09-25 19:37:04+00:00,2025-09-02 09:41:00+00:00,2006-09-26 17:40:23+00:00,2025-08-21 12:38:09+00:00,82.53061224489797,83.77551020408164,6904.709085648148,True
11400,PLANET,Planet4,7673,7673,7673,7079,1,21789.5,4.524397840531561,1087.900000003,105.73630751884814,21.89702546296296,3.486511142968852,0.6752248142838525,0.01355402059168513,104,99,4100,233,233,2016-09-12 10:31:12+00:00,2025-07-21 10:25:52+00:00,2016-09-19 16:25:35+00:00,2025-07-24 10:45:55+00:00,0.013032712107389547,92.25856900821061,3237.010219907407,True
11740,QDS,Qt Design Studio,13053,13053,13053,10774,10565,18718.0,6.112998040496407,420.475,134.58313827892422,16.022662037037037,2.1103194667892438,0.4112464567532368,0.0,0,35,3430,41,44,2010-10-20 17:26:53+00:00,2025-09-04 13:36:36+00:00,2017-11-09 08:31:12+00:00,2025-09-04 13:57:25+00:00,80.93924768252509,82.54041216578565,5432.854537037037,True
11741,QSR,Qt Safe Renderer,1506,1506,1506,1388,1317,730.2,2.1797014925373137,13.900000001,229.95687490827464,79.17147569444444,2.4674634794156707,0.545816733067729,0.0,0,9,382,0,0,2017-04-03 13:29:02+00:00,2025-05-15 10:41:18+00:00,2017-06-02 09:18:03+00:00,2025-05-15 07:29:00+00:00,87.45019920318725,92.16467463479415,2963.749976851852,True
11771,CRUC,Crucible,6857,6857,6857,6038,5980,286.75,1.686764705882353,8364.616666665,403.18528584972637,37.8796875,3.6759515823246316,0.5371153565699286,0.05833454863642992,400,3374,3414,27,29,2007-08-15 03:36:53+00:00,2025-08-26 09:44:47+00:00,2007-08-20 23:56:39+00:00,2025-05-20 17:00:42+00:00,87.21015021146273,88.05600116669098,6488.558206018519,True
11830,FE,FishEye,5686,5686,5686,4838,4779,358.753333333,1.4948055555541666,2761.550000041,512.0483872372268,44.338159722222215,3.5891663735490678,0.5198733731973267,0.041857193105874074,238,1188,2675,31,33,2006-01-11 07:21:25+00:00,2025-08-29 08:17:59+00:00,2007-08-30 04:27:33+00:00,2025-08-12 09:46:42+00:00,84.04854027435807,85.0861765740415,7153.100891203704,True
13310,BSERV,Bitbucket Data Center,9950,9950,9950,7608,7549,136.5,2.73,7.966666668,518.1826072944658,21.19354166666667,2.512562814070352,0.35708542713567837,0.0,0,18,5428,19,22,2012-03-01 03:39:00+00:00,2025-09-03 00:09:14+00:00,2012-03-26 22:07:41+00:00,2025-09-01 06:10:01+00:00,75.86934673366834,76.46231155778894,4932.104872685185,True
14510,SRCTREEWIN,Sourcetree for Windows,10191,10191,10191,5974,5974,100037227732004.5,1266294021924.1077,0.0,503.74238438131596,93.17340277777778,1.9062898636051417,0.2176430183495241,0.014718869590815425,150,0,4424,26,30,2012-09-26 11:49:35+00:00,2025-08-19 11:14:15+00:00,2012-09-27 09:59:53+00:00,2025-08-21 05:03:36+00:00,58.620351290354236,58.620351290354236,4711.71806712963,True
23110,AI,Atlassian Intelligence,888,888,888,573,573,18.0,1.8,0.916666667,998.4224681258484,730.3995833333333,1.6509009009009008,0.5529279279279279,0.0,0,3,739,6,4,2004-05-27 09:42:36+00:00,2025-09-02 15:23:14+00:00,2011-10-19 02:47:15+00:00,2025-08-26 04:29:52+00:00,64.52702702702703,64.52702702702703,7760.782824074074,True
