Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Historical_Risk_Incidents,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Key_Stakeholder_Availability,Tech_Environment_Stability,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Documentation_Quality,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Total_Tasks,Completion_Percentage,Completed_Tasks,Overdue_Tasks,Delay_Percentage,Average_Delay_Days,Employee_Workload,Estimated_Effort_Hours,Actual_Effort_Hours,Risk_Level
PROJ_1466,Manufacturing,8,791921.26,13,5.51,12,Scrum,Expert,3,4,0.43,Initiation,Volatile,0.36,1,Poor,0.06,0.9,0.31,9.38,0.99,Medium,7,0.75,0.0,Mid-level PM,Optimizing,Moderate,Unknown,High,Stable,Regular,Advanced,Advanced,Basic,3,1.0,40,71,28,1,8.31,6,Medium,2080,2252,Medium
PROJ_1467,Healthcare,13,509897.27,12,4.0,9,Waterfall,Mixed,0,2,3.39,Planning,Moderate,0.36,3,High,0.0,1.21,0.22,8.32,0.83,Critical,7,0.96,0.0,Senior PM,Managed,Moderate,Unknown,Low,Moderate,Occasional,Unknown,Formal,Excellent,2,1.0,65,38,24,2,0.81,5,High,1920,1935,Medium
PROJ_1468,Marketing,9,758614.24,16,6.34,9,Kanban,Senior,0,3,4.61,Closure,Moderate,0.52,2,Medium,0.0,0.71,0.44,2.21,0.7,Low,6,0.56,0.0,Mid-level PM,Managed,Limited,Unknown,High,Moderate,Regular,Basic,Formal,Good,5,1.0,45,83,37,2,19.18,13,Low,2560,3051,Medium
PROJ_1469,Marketing,11,722410.23,14,5.65,5,Hybrid,Expert,2,4,1.24,Initiation,Moderate,0.06,1,Poor,0.01,0.88,0.15,3.82,0.83,Critical,5,0.71,0.0,Certified PM,Optimizing,Good,Unknown,Medium,High,Occasional,Basic,Basic,Basic,2,1.0,77,26,20,0,20.55,14,High,2240,2700,Low
PROJ_1470,Healthcare,3,406059.35,5,3.41,3,Scrum,Expert,1,2,1.2,Monitoring,Moderate,0.2,1,High,0.41,1.0,0.16,8.71,0.76,Low,5,0.67,0.0,Certified PM,Optimizing,Moderate,Unknown,Low,Moderate,Regular,Advanced,Advanced,Basic,1,1.0,12,75,9,4,9.61,1,Medium,800,876,Low
PROJ_1471,IT,14,1322697.33,19,7.26,9,Scrum,Senior,4,5,0.48,Initiation,Moderate,0.0,2,Medium,0.0,1.23,0.34,7.96,0.83,Medium,1,0.75,0.54,Mid-level PM,Managed,Good,Mixed,High,High,Strategic,Formal,Advanced,Good,3,1.1,56,15,8,6,4.99,14,Medium,3040,3191,Medium
PROJ_1472,IT,20,1658247.06,27,10.0,15,Scrum,Senior,1,5,4.75,Execution,Stable,0.12,2,High,0.0,0.69,0.23,4.17,0.88,Medium,5,0.95,0.12,Certified PM,Optimizing,Excellent,Legacy/Unstable,Low,Extreme,Strategic,Advanced,Advanced,Good,5,1.0,100,67,67,6,23.45,6,Low,4320,5333,Low
PROJ_1473,Construction,39,2114609.47,34,9.06,18,Waterfall,Mixed,1,4,0.97,Initiation,Stable,0.57,1,Low,0.0,1.19,0.21,2.77,0.33,Medium,7,0.92,0.0,Mid-level PM,Optimizing,Poor,Unknown,Medium,High,Occasional,Advanced,Advanced,Basic,7,1.0,156,78,121,5,30.57,7,High,5440,7103,High
PROJ_1474,IT,9,1087480.75,12,4.42,13,Agile,Senior,4,1,1.96,Execution,Moderate,0.37,0,Poor,0.0,1.27,0.71,2.72,0.32,High,5,0.51,0.0,Mid-level PM,Managed,Limited,Mixed,Low,Stable,Strategic,Formal,Formal,Good,3,1.0,45,37,16,5,39.73,0,Medium,1920,2682,High
PROJ_1475,IT,11,748625.88,17,7.17,11,Scrum,Mixed,1,3,1.94,Initiation,Volatile,0.38,1,High,0.05,0.7,0.56,8.13,0.5,High,6,0.92,0.61,Junior PM,Optimizing,Good,Legacy/Unstable,High,Moderate,Occasional,Formal,Formal,Excellent,2,1.0,77,71,54,1,30.33,14,High,2720,3544,Critical
PROJ_1476,Construction,22,1446150.07,22,6.06,12,Hybrid,Mixed,2,3,2.55,Closure,Stable,0.48,1,Medium,0.0,0.69,0.99,6.19,0.94,High,0,0.77,0.0,Mid-level PM,Ad-hoc,Limited,Unknown,High,High,Occasional,Basic,Basic,Basic,8,1.0,154,50,77,2,31.75,8,High,3520,4637,High
PROJ_1477,Marketing,16,1286318.68,21,8.48,10,Agile,Senior,0,4,0.4,Closure,Stable,0.07,0,Excellent,0.01,0.85,0.54,6.81,0.78,Medium,0,0.33,0.0,Senior PM,Defined,Good,Unknown,Medium,Extreme,Regular,Basic,Basic,Basic,7,1.1,96,78,74,3,24.66,3,Low,3360,4188,High
PROJ_1478,IT,10,920897.82,15,6.19,12,Kanban,Junior,0,5,2.73,Closure,Stable,0.33,0,Poor,0.03,1.28,0.65,4.97,0.9,Low,6,0.78,0.14,Senior PM,Managed,Limited,Legacy/Unstable,Low,Moderate,Occasional,Formal,Formal,Basic,4,1.0,70,91,63,2,39.44,7,Low,2400,3346,Critical
PROJ_1479,IT,9,731717.95,14,6.51,9,Scrum,Junior,1,5,1.95,Initiation,Moderate,0.33,2,Excellent,0.14,0.8,0.09,2.92,0.82,Low,1,0.89,0.42,Junior PM,Managed,Excellent,Mixed,Medium,Stable,First-time,Unknown,Formal,Good,3,1.0,45,99,44,6,25.6,14,Medium,2240,2813,Medium
PROJ_1480,R&D,10,1092484.31,13,5.43,8,Agile,Senior,2,3,0.81,Monitoring,Stable,0.36,2,Excellent,0.04,0.81,0.6,1.74,0.83,Critical,2,0.58,0.0,Junior PM,Defined,Excellent,Unknown,Low,Stable,Occasional,Advanced,Advanced,Excellent,3,1.0,70,93,65,1,34.41,9,Low,2080,2795,Low
PROJ_1481,R&D,17,1243456.38,19,8.54,10,Agile,Senior,2,5,1.13,Monitoring,Stable,0.14,0,High,0.11,1.07,0.22,1.26,0.46,Low,5,0.34,0.0,Mid-level PM,Defined,Good,Unknown,Low,Moderate,First-time,Formal,Basic,Good,2,1.0,102,50,51,2,37.83,6,High,3040,4190,Medium
PROJ_1482,Construction,23,1454428.29,22,5.72,10,Waterfall,Mixed,2,3,1.6,Planning,Stable,0.21,3,Low,0.0,0.81,0.73,5.58,0.4,Medium,0,0.9,0.0,Senior PM,Managed,Limited,Unknown,Medium,Stable,First-time,Formal,Formal,Basic,5,1.0,92,58,53,0,37.19,13,Low,3520,4829,Medium
PROJ_1483,IT,16,1411705.5,19,7.64,11,Agile,Senior,2,2,1.39,Initiation,Stable,0.26,1,High,0.01,1.24,0.89,3.27,0.76,Critical,5,0.53,0.38,Mid-level PM,Managed,Excellent,Mixed,Low,Moderate,Strategic,Formal,Basic,Excellent,7,1.1,80,58,46,6,15.26,12,High,3040,3503,High
PROJ_1484,IT,9,749511.66,6,2.63,8,Scrum,Junior,0,0,1.19,Initiation,Stable,0.58,1,Low,0.09,0.97,0.42,3.61,0.97,Medium,5,0.82,0.35,Senior PM,Optimizing,Excellent,Modern/Stable,Low,Stable,Strategic,Formal,Formal,Good,2,1.0,36,85,30,2,3.15,9,Medium,960,990,Low
PROJ_1485,R&D,28,2591623.69,26,8.06,24,Scrum,Junior,2,4,1.09,Monitoring,Moderate,0.23,2,Medium,0.0,0.73,0.74,6.52,0.74,High,0,0.86,0.0,Junior PM,Managed,Limited,Unknown,Medium,High,Strategic,Basic,Basic,Good,10,1.0,168,80,134,2,6.87,6,High,4160,4445,High
PROJ_1486,R&D,15,1405193.11,17,7.67,10,Scrum,Expert,3,4,1.12,Planning,Volatile,0.18,1,High,0.11,1.25,0.69,1.24,0.42,Medium,5,0.6,0.0,Senior PM,Defined,Excellent,Unknown,Low,High,Regular,Basic,Formal,Good,5,1.0,90,12,10,6,2.37,1,Low,2720,2784,Medium
PROJ_1487,R&D,20,1743155.01,25,10.0,16,Scrum,Senior,1,7,0.85,Initiation,Volatile,0.06,1,Low,0.0,0.92,0.65,4.59,0.66,Medium,6,0.15,0.0,Senior PM,Defined,Moderate,Unknown,Low,High,Occasional,Basic,Basic,Basic,4,1.0,120,19,22,3,4.22,0,Low,4000,4168,Critical
PROJ_1488,IT,11,802299.62,15,5.54,7,Agile,Senior,3,3,1.15,Planning,Stable,0.16,1,Excellent,0.0,1.07,0.32,5.17,0.75,Low,3,0.78,0.74,Junior PM,Managed,Moderate,Modern/Stable,Low,Stable,Regular,Advanced,Basic,Excellent,5,1.0,44,98,43,6,7.39,3,Medium,2400,2577,Low
PROJ_1489,Construction,24,1405577.84,20,6.04,14,Waterfall,Junior,1,4,5.5,Closure,Stable,0.44,0,Poor,0.0,1.11,0.47,5.65,0.41,Low,2,0.86,0.0,Mid-level PM,Ad-hoc,Poor,Unknown,High,Extreme,Occasional,Unknown,Unknown,Poor,4,1.0,96,44,42,0,13.64,11,Low,3200,3636,Critical
PROJ_1490,Construction,16,840138.04,12,3.82,11,Waterfall,Senior,4,2,1.17,Execution,Moderate,0.09,0,Excellent,0.0,1.26,0.3,9.48,0.7,Low,5,0.46,0.0,Senior PM,Defined,Good,Unknown,High,Stable,Occasional,Basic,Unknown,Basic,3,1.0,64,89,56,0,21.74,1,Medium,1920,2337,High
PROJ_1491,Manufacturing,16,1202793.95,16,6.54,12,Agile,Mixed,1,4,1.47,Closure,Volatile,0.35,4,Poor,0.02,1.06,0.26,8.33,0.43,Medium,2,0.79,0.0,Junior PM,Ad-hoc,Moderate,Unknown,High,Moderate,Strategic,Unknown,Unknown,Poor,7,1.0,64,11,7,2,28.47,7,Medium,2560,3288,Critical
PROJ_1492,IT,4,477544.91,7,3.83,8,Agile,Senior,3,2,1.42,Execution,Moderate,0.39,0,Poor,0.27,1.26,0.97,2.85,0.53,Critical,7,0.53,0.42,Junior PM,Defined,Good,Mixed,Low,High,Regular,Unknown,Formal,Basic,1,1.1,24,33,7,5,8.44,9,Low,1120,1214,Critical
PROJ_1493,IT,9,684369.32,12,5.45,11,Kanban,Expert,3,3,0.84,Initiation,Stable,0.26,1,Medium,0.12,1.14,0.19,2.78,0.99,Critical,1,0.93,0.59,Certified PM,Optimizing,Poor,Mixed,Medium,Moderate,First-time,Advanced,Formal,Good,3,1.0,54,83,44,3,26.9,6,High,1920,2436,Low
PROJ_1494,R&D,12,1007272.71,20,7.8,10,Scrum,Expert,6,5,2.33,Monitoring,Moderate,0.23,0,High,0.0,0.81,0.76,8.8,0.73,Low,7,0.84,0.0,Mid-level PM,Managed,Moderate,Unknown,Low,High,First-time,Formal,Formal,Basic,7,1.0,60,47,28,2,28.17,7,Medium,3200,4101,High
PROJ_1495,R&D,16,1542079.15,25,10.0,14,Scrum,Senior,2,6,0.18,Initiation,Stable,0.38,0,Poor,0.0,1.11,0.86,8.31,0.99,Medium,2,0.66,0.0,Mid-level PM,Ad-hoc,Excellent,Unknown,High,High,First-time,Unknown,Unknown,Basic,10,1.0,80,31,24,6,22.34,10,High,4000,4893,Critical
PROJ_1496,Marketing,2,399333.33,7,4.69,9,Agile,Mixed,0,4,1.82,Monitoring,Moderate,0.35,1,Low,0.4,0.73,0.48,9.54,0.71,Critical,4,0.94,0.0,Mid-level PM,Defined,Poor,Unknown,Low,High,First-time,Formal,Basic,Basic,2,1.0,8,35,2,2,36.14,5,Low,1120,1524,High
PROJ_1497,IT,2,235170.73,4,3.13,8,Agile,Mixed,1,0,0.47,Planning,Moderate,0.49,1,Poor,0.49,0.86,0.97,2.41,0.78,Critical,3,0.78,0.32,Junior PM,Optimizing,Poor,Modern/Stable,Medium,Stable,First-time,Advanced,Advanced,Good,1,1.0,14,52,7,1,4.44,0,High,640,668,Medium
PROJ_1498,Manufacturing,11,409251.11,13,4.43,9,Waterfall,Senior,2,2,0.75,Initiation,Stable,0.4,1,High,0.0,0.66,0.03,8.93,0.32,High,6,0.82,0.0,Senior PM,Defined,Limited,Unknown,Low,Moderate,First-time,Basic,Basic,Good,4,1.0,77,64,49,1,7.08,13,High,2080,2227,High
PROJ_1499,R&D,17,1202934.17,21,10.0,15,Scrum,Junior,0,4,0.98,Monitoring,Moderate,0.22,1,Excellent,0.16,0.62,0.37,5.02,0.94,Medium,3,0.7,0.0,Junior PM,Defined,Excellent,Unknown,High,Extreme,First-time,Formal,Basic,Good,2,1.0,102,48,48,5,17.15,12,High,3360,3936,Critical
PROJ_1500,Manufacturing,10,398566.9,6,2.66,4,Waterfall,Senior,3,3,1.03,Initiation,Moderate,0.28,0,High,0.1,0.97,0.51,2.37,0.6,High,4,0.85,0.0,Senior PM,Managed,Excellent,Unknown,Low,Stable,Regular,Formal,Basic,Good,2,1.0,60,38,22,3,5.07,12,High,960,1008,Low
PROJ_1501,Healthcare,7,476195.27,8,4.01,5,Agile,Mixed,0,2,2.03,Monitoring,Stable,0.31,2,Poor,0.2,0.74,0.39,4.37,0.39,Low,2,0.79,0.0,Senior PM,Defined,Moderate,Unknown,Medium,High,First-time,Advanced,Formal,Basic,2,1.0,42,29,12,4,22.65,11,Low,1280,1569,High
PROJ_1502,Manufacturing,15,929563.83,19,6.35,11,Hybrid,Mixed,4,5,1.79,Planning,Moderate,0.41,1,Excellent,0.0,1.16,0.06,5.45,0.36,Critical,6,0.92,0.0,Mid-level PM,Defined,Good,Unknown,High,High,Occasional,Unknown,Advanced,Good,8,1.0,75,50,37,7,15.94,8,Low,3040,3524,Medium
PROJ_1503,IT,9,991056.81,16,6.55,11,Kanban,Senior,4,4,2.47,Closure,Stable,0.11,1,Excellent,0.02,0.77,0.88,3.86,0.33,Critical,0,0.75,0.63,Mid-level PM,Defined,Moderate,Modern/Stable,Medium,Moderate,Occasional,Basic,Unknown,Poor,3,1.1,45,63,28,1,11.38,5,High,2560,2851,Low
PROJ_1504,Marketing,7,528829.47,9,2.9,5,Scrum,Senior,5,1,1.01,Monitoring,Moderate,0.31,2,Low,0.0,0.78,0.83,4.3,0.47,Medium,2,0.77,0.0,Senior PM,Managed,Poor,Unknown,High,High,Strategic,Advanced,Basic,Good,1,1.0,42,29,12,4,6.8,11,Low,1440,1537,High
PROJ_1505,Construction,25,1956890.53,24,7.44,19,Hybrid,Senior,2,2,1.73,Execution,Stable,0.29,1,Poor,0.0,0.88,0.05,3.87,0.54,Medium,2,0.58,0.0,Mid-level PM,Defined,Poor,Unknown,Medium,Extreme,Occasional,Formal,Basic,Good,2,1.0,150,28,42,0,13.41,12,Low,3840,4354,High
PROJ_1506,IT,17,1353427.92,21,8.52,15,Scrum,Mixed,1,3,0.18,Closure,Volatile,0.42,2,High,0.01,1.05,0.85,3.32,0.32,Low,7,0.98,0.17,Mid-level PM,Defined,Excellent,Legacy/Unstable,Medium,High,Strategic,Formal,Unknown,Good,9,1.1,102,93,94,1,24.32,9,Medium,3360,4177,Critical
PROJ_1507,IT,5,224058.03,5,2.67,3,Kanban,Mixed,2,3,2.45,Monitoring,Moderate,0.4,1,Poor,0.25,0.78,0.99,7.89,0.99,Low,2,0.87,0.26,Certified PM,Defined,Moderate,Mixed,Low,Stable,First-time,Unknown,Basic,Basic,1,1.0,35,75,26,1,23.03,0,Low,800,984,High
PROJ_1508,Construction,31,1740913.93,25,7.09,16,Waterfall,Mixed,1,4,1.01,Closure,Volatile,0.39,3,High,0.0,0.71,0.08,6.99,0.89,High,7,0.72,0.0,Mid-level PM,Ad-hoc,Moderate,Unknown,Low,Extreme,Regular,Unknown,Unknown,Basic,2,1.0,155,39,60,3,6.54,0,High,4000,4261,Critical
PROJ_1509,Manufacturing,4,289125.24,8,2.11,2,Waterfall,Mixed,4,3,2.12,Execution,Stable,0.31,2,High,0.0,0.75,0.49,9.29,0.93,High,2,0.34,0.0,Junior PM,Defined,Excellent,Unknown,High,Moderate,First-time,Basic,Basic,Poor,3,1.0,28,62,17,5,5.0,7,Low,1280,1344,High
PROJ_1510,IT,8,1134184.3,11,4.44,11,Agile,Junior,2,3,2.71,Monitoring,Stable,0.29,1,Medium,0.01,1.08,0.9,8.1,0.79,Low,6,0.77,0.95,Mid-level PM,Optimizing,Excellent,Modern/Stable,Low,Extreme,Strategic,Advanced,Basic,Poor,2,1.0,56,43,24,4,1.07,5,Low,1760,1778,Low
PROJ_1511,IT,9,599611.92,14,7.51,4,Scrum,Senior,3,5,0.5,Execution,Moderate,0.14,1,Low,0.25,0.81,0.61,8.69,0.44,Medium,0,0.89,0.35,Senior PM,Defined,Limited,Mixed,High,Moderate,First-time,Basic,Basic,Good,6,1.1,54,31,16,6,0.5,7,Low,2240,2251,High
PROJ_1512,Healthcare,8,974047.67,11,5.26,10,Scrum,Senior,5,4,1.0,Closure,Moderate,0.39,3,Poor,0.16,0.72,0.73,9.41,0.37,Critical,7,0.66,0.0,Mid-level PM,Defined,Limited,Unknown,High,Stable,Regular,Formal,Unknown,Excellent,4,1.0,48,76,36,1,35.19,7,Low,1760,2379,High
PROJ_1513,Marketing,10,756800.17,13,5.56,9,Kanban,Senior,1,4,1.79,Initiation,Moderate,0.05,1,Poor,0.06,1.21,0.21,9.08,0.62,High,7,0.6,0.0,Senior PM,Defined,Limited,Unknown,Medium,Moderate,Regular,Formal,Formal,Good,5,1.1,40,15,6,1,1.8,14,Medium,2080,2117,Medium
PROJ_1514,Marketing,3,574016.78,8,3.73,8,Agile,Mixed,1,1,0.63,Closure,Moderate,0.33,1,Medium,0.14,1.15,0.05,7.49,0.98,Medium,4,0.66,0.0,Junior PM,Ad-hoc,Moderate,Unknown,Medium,Moderate,Occasional,Unknown,Advanced,Basic,3,1.0,12,88,10,3,29.25,10,High,1280,1654,Medium
PROJ_1515,Construction,26,1511501.26,20,4.11,13,Waterfall,Mixed,1,1,0.65,Initiation,Moderate,0.33,2,Excellent,0.0,0.8,0.02,5.13,0.78,Critical,7,0.87,0.0,Senior PM,Defined,Excellent,Unknown,Medium,Moderate,Regular,Advanced,Basic,Good,8,1.0,182,36,65,3,34.88,13,High,3200,4316,Low
PROJ_1516,Healthcare,11,963015.19,18,6.89,8,Scrum,Junior,0,3,1.43,Initiation,Moderate,0.4,1,Poor,0.0,0.78,0.09,6.74,0.69,Low,2,0.7,0.0,Junior PM,Managed,Limited,Unknown,Low,Moderate,Strategic,Basic,Formal,Basic,1,1.0,55,19,10,5,3.92,7,Low,2880,2992,High
PROJ_1517,R&D,13,1481159.47,20,7.25,10,Agile,Senior,4,3,1.7,Initiation,Moderate,0.21,1,Excellent,0.0,0.9,0.36,3.26,0.61,High,3,0.91,0.0,Senior PM,Ad-hoc,Moderate,Unknown,High,Stable,Occasional,Unknown,Unknown,Poor,6,1.0,78,82,63,4,17.45,9,Low,3200,3758,High
PROJ_1518,IT,10,1006372.35,15,6.48,13,Scrum,Senior,0,4,0.45,Planning,Moderate,0.1,0,Poor,0.07,1.29,0.31,4.33,0.62,High,3,0.48,0.59,Senior PM,Managed,Limited,Mixed,High,Moderate,Occasional,Basic,Formal,Good,3,1.0,60,57,34,0,38.49,14,Medium,2400,3323,Medium
PROJ_1519,Marketing,12,519352.12,14,4.8,6,Hybrid,Junior,0,2,3.05,Planning,Stable,0.28,1,Excellent,0.0,0.81,0.74,4.41,0.7,Critical,2,0.83,0.0,Junior PM,Defined,Excellent,Unknown,Low,High,Occasional,Formal,Basic,Poor,2,1.1,84,79,66,6,33.37,6,Low,2240,2987,Low
PROJ_1520,R&D,16,1318524.39,24,10.0,9,Agile,Mixed,1,5,1.54,Monitoring,Moderate,0.22,1,Low,0.04,1.04,0.14,8.18,0.38,Low,2,0.71,0.0,Junior PM,Defined,Moderate,Unknown,Medium,High,First-time,Unknown,Formal,Good,10,1.0,64,68,43,5,19.59,6,Medium,3840,4592,Critical
PROJ_1521,IT,9,922922.37,15,6.54,10,Agile,Mixed,1,5,0.71,Monitoring,Moderate,0.32,3,Poor,0.08,0.74,1.0,2.61,0.47,Low,6,0.89,0.95,Junior PM,Managed,Moderate,Mixed,Medium,Moderate,Occasional,Formal,Basic,Poor,1,1.0,45,68,30,7,30.5,9,High,2400,3132,Critical
PROJ_1522,Construction,33,2053952.36,27,5.81,17,Waterfall,Senior,4,1,3.14,Closure,Moderate,0.13,3,High,0.0,0.81,0.71,6.71,0.35,Medium,3,0.76,0.0,Mid-level PM,Defined,Good,Unknown,High,High,Regular,Basic,Formal,Good,8,1.0,132,11,14,0,33.34,3,High,4320,5760,Medium
PROJ_1523,Manufacturing,5,809804.0,12,4.88,6,Kanban,Senior,4,2,0.52,Planning,Moderate,0.03,4,Low,0.02,0.72,0.27,7.0,0.41,Critical,7,0.71,0.0,Mid-level PM,Defined,Excellent,Unknown,Low,High,Regular,Basic,Basic,Basic,2,1.0,20,38,7,2,13.92,8,Medium,1920,2187,Low
PROJ_1524,Manufacturing,10,491162.31,11,5.25,5,Scrum,Senior,4,2,0.96,Execution,Stable,0.01,2,Medium,0.16,1.12,0.9,1.24,0.93,Low,3,0.74,0.0,Senior PM,Ad-hoc,Poor,Unknown,High,Moderate,Occasional,Unknown,Unknown,Poor,2,1.0,40,77,30,1,35.69,11,High,1760,2388,Critical
PROJ_1525,R&D,13,1530536.83,18,7.24,14,Agile,Senior,7,3,1.82,Closure,Volatile,0.13,0,High,0.01,0.93,0.74,1.21,0.79,High,1,0.6,0.0,Mid-level PM,Managed,Poor,Unknown,Low,High,Regular,Formal,Formal,Basic,4,1.0,52,74,38,4,18.82,1,Low,2880,3422,High
PROJ_1526,IT,12,1296572.25,18,7.36,15,Agile,Senior,3,4,2.01,Initiation,Stable,0.08,2,Excellent,0.02,0.74,0.23,9.2,0.4,Critical,1,0.8,0.87,Senior PM,Managed,Excellent,Mixed,High,Moderate,Regular,Formal,Formal,Poor,8,1.0,72,92,66,5,21.11,10,Low,2880,3487,Medium
PROJ_1527,Construction,24,1256350.56,19,4.94,10,Waterfall,Mixed,2,1,1.88,Initiation,Moderate,0.3,1,Excellent,0.0,1.28,0.56,9.29,0.69,Medium,5,0.76,0.0,Mid-level PM,Defined,Moderate,Unknown,Medium,Stable,First-time,Basic,Unknown,Basic,3,1.0,144,35,50,1,39.99,8,Medium,3040,4255,Medium
PROJ_1528,IT,11,853054.07,11,4.67,7,Scrum,Senior,1,1,2.13,Execution,Volatile,0.22,1,Medium,0.06,0.92,0.58,7.41,0.57,Low,3,0.68,0.91,Junior PM,Managed,Limited,Modern/Stable,Medium,Stable,Strategic,Formal,Formal,Good,2,1.0,44,98,43,4,33.73,9,High,1760,2353,Medium
PROJ_1529,Healthcare,6,628543.44,8,3.65,9,Kanban,Junior,1,0,0.39,Monitoring,Stable,0.48,3,Medium,0.12,0.7,0.14,3.03,0.6,Critical,6,0.67,0.0,Junior PM,Ad-hoc,Limited,Unknown,Medium,Moderate,Occasional,Unknown,Unknown,Basic,1,1.0,30,19,5,4,14.47,2,High,1280,1465,High
PROJ_1530,Manufacturing,7,615813.05,12,4.95,9,Agile,Junior,1,1,0.54,Closure,Moderate,0.15,3,Low,0.03,0.94,0.43,2.35,0.84,Low,1,0.89,0.0,Junior PM,Managed,Moderate,Unknown,Low,Stable,Occasional,Basic,Basic,Excellent,5,1.0,49,62,30,4,0.41,13,Medium,1920,1927,Low
PROJ_1531,Marketing,14,889238.48,14,5.83,11,Agile,Mixed,0,2,0.17,Execution,Volatile,0.03,0,Low,0.04,0.66,0.51,3.25,0.42,High,4,0.63,0.0,Junior PM,Ad-hoc,Excellent,Unknown,Medium,High,Occasional,Basic,Basic,Excellent,4,1.1,70,88,61,1,25.05,12,Medium,2240,2801,Medium
PROJ_1532,IT,12,941661.78,17,6.65,13,Agile,Expert,1,2,1.76,Closure,Moderate,0.06,2,Low,0.0,1.08,0.49,1.75,0.99,Critical,7,0.9,0.52,Certified PM,Managed,Good,Mixed,Low,High,Strategic,Formal,Basic,Excellent,5,1.0,60,68,40,5,28.16,14,High,2720,3485,Low
PROJ_1533,R&D,13,1178223.0,24,10.0,12,Agile,Mixed,1,7,1.58,Execution,Stable,0.33,1,Low,0.04,0.96,0.52,1.43,0.45,High,3,0.58,0.0,Mid-level PM,Ad-hoc,Poor,Unknown,High,Extreme,First-time,Unknown,Unknown,Poor,3,1.0,65,31,20,6,26.03,1,Medium,3840,4839,Critical
PROJ_1534,R&D,19,1689379.43,24,9.62,13,Agile,Senior,5,6,1.59,Initiation,Stable,0.08,0,Excellent,0.0,0.72,0.44,3.15,0.96,Low,3,0.81,0.0,Junior PM,Defined,Good,Unknown,Low,High,Occasional,Formal,Basic,Good,4,1.0,76,60,45,3,38.71,12,Low,3840,5326,Low
PROJ_1535,Construction,20,1130294.77,15,3.59,10,Waterfall,Senior,2,2,1.24,Initiation,Stable,0.03,4,Poor,0.0,0.72,0.87,7.93,0.33,Critical,5,0.93,0.0,Senior PM,Defined,Limited,Unknown,Low,Stable,Regular,Unknown,Basic,Poor,4,1.0,120,57,68,1,34.52,3,High,2400,3228,High
PROJ_1536,Construction,29,1779959.88,26,6.58,17,Waterfall,Mixed,1,3,1.17,Monitoring,Moderate,0.47,2,Poor,0.0,1.09,0.46,5.63,0.57,High,7,0.85,0.0,Senior PM,Ad-hoc,Limited,Unknown,High,Moderate,Occasional,Basic,Basic,Poor,10,1.0,145,30,43,7,17.95,4,Medium,4160,4906,High
PROJ_1537,IT,11,838290.76,16,8.14,7,Scrum,Mixed,1,3,0.82,Closure,Moderate,0.32,1,Excellent,0.21,0.79,0.56,7.19,0.91,Medium,1,0.71,0.78,Mid-level PM,Defined,Limited,Mixed,Medium,Moderate,First-time,Basic,Unknown,Basic,4,1.0,44,31,13,4,2.51,1,Medium,2560,2624,High
PROJ_1538,Marketing,9,445169.8,10,4.48,7,Scrum,Mixed,0,1,1.79,Closure,Stable,0.5,8,Excellent,0.11,0.75,0.98,7.81,0.34,Low,7,0.96,0.0,Junior PM,Optimizing,Moderate,Unknown,Medium,Moderate,Occasional,Formal,Formal,Good,2,1.0,45,39,17,5,19.04,12,Medium,1600,1904,Low
PROJ_1539,Manufacturing,10,817780.68,9,3.0,9,Kanban,Senior,5,3,2.89,Planning,Volatile,0.35,2,Poor,0.0,0.65,0.59,4.43,0.85,High,3,0.83,0.0,Senior PM,Defined,Limited,Unknown,Low,Stable,Regular,Advanced,Formal,Good,1,1.0,50,34,17,6,27.57,14,High,1440,1837,Low
PROJ_1540,Construction,29,1884499.48,24,5.02,19,Waterfall,Senior,6,1,3.16,Closure,Stable,0.16,1,Poor,0.0,1.18,0.16,6.13,0.62,High,0,0.55,0.0,Mid-level PM,Optimizing,Good,Unknown,Medium,Stable,Regular,Advanced,Formal,Good,1,1.0,116,37,42,2,24.31,0,Low,3840,4773,Low
PROJ_1541,R&D,18,1645011.32,23,10.0,15,Scrum,Senior,6,6,1.73,Planning,Stable,0.1,3,Medium,0.08,0.76,0.78,5.94,0.53,Critical,2,0.89,0.0,Senior PM,Ad-hoc,Moderate,Unknown,High,Extreme,Occasional,Basic,Basic,Good,2,1.0,108,74,79,7,21.53,9,Low,3680,4472,High
PROJ_1542,Marketing,18,1474633.34,22,7.78,10,Kanban,Mixed,1,5,2.99,Initiation,Stable,0.08,1,Excellent,0.0,1.05,0.03,7.33,0.89,High,0,0.9,0.0,Mid-level PM,Optimizing,Good,Unknown,High,High,Strategic,Advanced,Advanced,Good,10,1.0,108,54,58,0,18.75,10,High,3520,4180,Low
